index,label,drift,s_5,s_10,s_20,s_50
418,NORMAL,1.352941,0.000000,0.100000,0.050000,0.080000
419,NORMAL,1.415693,0.000000,0.000000,0.100000,0.140000
420,NORMAL,1.412142,0.000000,0.100000,0.100000,0.240000
421,NORMAL,1.385943,0.000000,0.100000,0.200000,0.320000
422,NORMAL,1.368461,0.200000,0.100000,0.200000,0.200000
423,NORMAL,1.409669,0.000000,0.000000,0.050000,0.200000
424,NORMAL,1.387722,0.200000,0.200000,0.250000,0.340000
425,NORMAL,1.410321,0.200000,0.400000,0.350000,0.380000
426,NORMAL,1.387590,0.000000,0.000000,0.000000,0.040000
427,NORMAL,1.432886,0.000000,0.100000,0.050000,0.180000
428,NORMAL,1.411022,0.000000,0.100000,0.150000,0.220000
429,NORMAL,1.390673,0.000000,0.100000,0.150000,0.140000
430,NORMAL,1.395026,0.000000,0.200000,0.150000,0.160000
431,NORMAL,1.410625,0.000000,0.100000,0.100000,0.160000
432,NORMAL,1.416385,0.600000,0.300000,0.250000,0.240000
433,NORMAL,1.414568,0.000000,0.000000,0.000000,0.120000
434,NORMAL,1.433151,0.000000,0.200000,0.250000,0.300000
435,NORMAL,1.398841,0.000000,0.000000,0.050000,0.160000
436,NORMAL,1.241839,0.000000,0.000000,0.100000,0.100000
437,NORMAL,1.334989,0.200000,0.200000,0.100000,0.300000
438,NORMAL,1.107114,0.000000,0.200000,0.150000,0.220000
439,NORMAL,1.412567,0.000000,0.100000,0.100000,0.120000
440,NORMAL,1.328963,0.000000,0.000000,0.200000,0.320000
441,NORMAL,1.395191,0.200000,0.100000,0.250000,0.300000
442,NORMAL,1.361091,0.000000,0.000000,0.100000,0.160000
443,NORMAL,1.353062,0.000000,0.100000,0.200000,0.160000
444,NORMAL,1.391601,0.000000,0.200000,0.100000,0.180000
445,NORMAL,1.410679,0.000000,0.000000,0.100000,0.280000
446,NORMAL,1.398111,0.000000,0.000000,0.000000,0.020000
447,NORMAL,1.428391,0.000000,0.000000,0.100000,0.300000
448,NORMAL,1.424980,0.000000,0.000000,0.100000,0.280000
449,NORMAL,1.386921,0.200000,0.100000,0.050000,0.180000
450,NORMAL,1.418084,0.000000,0.000000,0.100000,0.180000
451,NORMAL,1.437053,0.000000,0.100000,0.050000,0.180000
452,NORMAL,1.398678,0.000000,0.000000,0.150000,0.180000
453,NORMAL,1.415027,0.000000,0.000000,0.050000,0.100000
454,NORMAL,1.418414,0.000000,0.100000,0.100000,0.180000
455,NORMAL,1.463007,0.000000,0.000000,0.000000,0.160000
456,NORMAL,1.405008,0.200000,0.200000,0.200000,0.220000
457,NORMAL,1.426267,0.000000,0.200000,0.200000,0.360000
458,NORMAL,1.411582,0.000000,0.000000,0.150000,0.220000
459,NORMAL,1.415777,0.200000,0.200000,0.200000,0.240000
460,NORMAL,1.430061,0.200000,0.200000,0.150000,0.320000
461,NORMAL,1.386722,0.000000,0.000000,0.050000,0.120000
462,NORMAL,1.344894,0.000000,0.000000,0.000000,0.040000
463,NORMAL,1.363969,0.200000,0.100000,0.100000,0.060000
464,NORMAL,1.428964,0.000000,0.100000,0.150000,0.220000
465,NORMAL,1.429782,0.000000,0.000000,0.200000,0.260000
466,NORMAL,1.423330,0.200000,0.200000,0.300000,0.260000
467,NORMAL,1.416362,0.000000,0.200000,0.150000,0.260000
468,NORMAL,1.425590,0.000000,0.000000,0.100000,0.260000
469,NORMAL,1.336442,0.200000,0.100000,0.050000,0.040000
470,NORMAL,1.334319,0.000000,0.000000,0.000000,0.040000
471,NORMAL,1.370239,0.000000,0.000000,0.000000,0.060000
472,NORMAL,1.132028,0.000000,0.000000,0.050000,0.040000
473,NORMAL,1.008938,0.000000,0.000000,0.000000,0.040000
474,NORMAL,1.442963,0.000000,0.000000,0.000000,0.000000
475,NORMAL,1.146793,0.000000,0.000000,0.000000,0.020000
476,PNEUMONIA,1.438178,0.000000,0.000000,0.100000,0.200000
477,PNEUMONIA,1.425056,0.200000,0.200000,0.200000,0.220000
478,PNEUMONIA,1.420497,0.000000,0.100000,0.100000,0.100000
479,PNEUMONIA,1.424778,0.000000,0.200000,0.200000,0.300000
480,PNEUMONIA,1.432338,0.000000,0.000000,0.100000,0.120000
481,PNEUMONIA,1.408962,0.200000,0.100000,0.100000,0.240000
482,PNEUMONIA,1.428096,0.000000,0.300000,0.250000,0.320000
483,PNEUMONIA,1.393739,0.000000,0.000000,0.150000,0.140000
484,PNEUMONIA,1.412183,0.000000,0.000000,0.000000,0.160000
485,PNEUMONIA,1.416791,0.000000,0.000000,0.000000,0.000000
486,PNEUMONIA,1.410593,0.200000,0.300000,0.250000,0.200000
487,PNEUMONIA,1.411137,0.000000,0.000000,0.000000,0.160000
488,PNEUMONIA,1.429326,0.000000,0.100000,0.150000,0.120000
489,PNEUMONIA,1.430297,0.000000,0.100000,0.100000,0.240000
490,PNEUMONIA,1.424498,0.000000,0.000000,0.100000,0.200000
491,PNEUMONIA,1.429481,0.200000,0.300000,0.300000,0.240000
492,PNEUMONIA,1.425254,0.000000,0.000000,0.050000,0.100000
493,PNEUMONIA,1.425332,0.000000,0.000000,0.000000,0.180000
494,PNEUMONIA,1.328365,0.000000,0.000000,0.150000,0.160000
495,PNEUMONIA,1.419539,0.000000,0.100000,0.150000,0.260000
496,PNEUMONIA,1.425483,0.000000,0.000000,0.100000,0.140000
497,PNEUMONIA,1.407365,0.200000,0.300000,0.200000,0.260000
498,PNEUMONIA,1.376799,0.000000,0.100000,0.100000,0.120000
499,PNEUMONIA,1.428707,0.000000,0.000000,0.050000,0.200000
500,PNEUMONIA,1.413172,0.200000,0.100000,0.150000,0.180000
501,PNEUMONIA,1.430138,0.000000,0.100000,0.200000,0.340000
502,PNEUMONIA,1.415174,0.000000,0.000000,0.050000,0.080000
503,PNEUMONIA,1.446905,0.000000,0.100000,0.150000,0.160000
504,PNEUMONIA,1.429541,0.200000,0.100000,0.050000,0.040000
505,PNEUMONIA,1.430617,0.200000,0.400000,0.300000,0.320000
506,PNEUMONIA,1.420534,0.000000,0.000000,0.000000,0.020000
507,PNEUMONIA,1.410377,0.200000,0.300000,0.250000,0.180000
508,PNEUMONIA,1.421396,0.000000,0.000000,0.150000,0.240000
509,PNEUMONIA,1.422044,0.000000,0.000000,0.000000,0.100000
510,PNEUMONIA,1.415433,0.000000,0.000000,0.050000,0.120000
511,PNEUMONIA,1.418603,0.000000,0.100000,0.100000,0.120000
512,PNEUMONIA,1.423726,0.000000,0.100000,0.100000,0.240000
513,PNEUMONIA,1.428521,0.200000,0.300000,0.450000,0.480000
514,PNEUMONIA,1.453659,0.000000,0.000000,0.000000,0.100000
515,PNEUMONIA,1.407983,0.400000,0.400000,0.250000,0.220000
516,PNEUMONIA,1.446700,0.000000,0.100000,0.050000,0.180000
517,PNEUMONIA,1.415299,0.000000,0.000000,0.000000,0.040000
518,PNEUMONIA,1.439809,0.000000,0.000000,0.050000,0.060000
519,PNEUMONIA,1.427958,0.200000,0.100000,0.100000,0.120000
520,PNEUMONIA,1.399354,0.000000,0.000000,0.000000,0.080000
521,PNEUMONIA,1.417552,0.200000,0.100000,0.100000,0.100000
522,PNEUMONIA,1.424114,0.000000,0.000000,0.000000,0.060000
523,PNEUMONIA,1.431220,0.000000,0.000000,0.050000,0.060000
524,PNEUMONIA,1.424651,0.000000,0.100000,0.250000,0.340000
525,PNEUMONIA,1.385818,0.000000,0.000000,0.100000,0.100000
526,PNEUMONIA,1.424753,0.000000,0.000000,0.100000,0.140000
527,PNEUMONIA,1.423948,0.000000,0.100000,0.250000,0.200000
528,PNEUMONIA,1.455970,0.000000,0.000000,0.050000,0.060000
529,PNEUMONIA,1.429891,0.000000,0.100000,0.100000,0.140000
530,PNEUMONIA,1.418785,0.000000,0.000000,0.000000,0.060000
531,PNEUMONIA,1.441572,0.000000,0.100000,0.050000,0.040000
532,PNEUMONIA,1.408113,0.000000,0.000000,0.000000,0.080000
533,PNEUMONIA,1.431571,0.000000,0.100000,0.150000,0.100000
534,PNEUMONIA,1.435775,0.000000,0.000000,0.100000,0.120000
535,PNEUMONIA,1.419211,0.000000,0.000000,0.000000,0.080000
536,PNEUMONIA,1.424047,0.000000,0.100000,0.050000,0.100000
537,PNEUMONIA,1.434735,0.000000,0.000000,0.000000,0.120000
538,PNEUMONIA,1.416212,0.000000,0.100000,0.100000,0.160000
539,PNEUMONIA,1.399577,0.000000,0.100000,0.100000,0.200000
540,PNEUMONIA,1.401024,0.000000,0.000000,0.050000,0.120000
541,PNEUMONIA,1.323580,0.200000,0.100000,0.050000,0.080000
542,PNEUMONIA,1.423424,0.000000,0.000000,0.050000,0.240000
543,PNEUMONIA,1.430158,0.000000,0.000000,0.050000,0.080000
544,PNEUMONIA,1.440774,0.000000,0.000000,0.050000,0.220000
545,PNEUMONIA,1.427527,0.200000,0.100000,0.150000,0.120000
546,PNEUMONIA,1.416626,0.000000,0.000000,0.000000,0.120000
547,PNEUMONIA,1.442983,0.000000,0.000000,0.150000,0.120000
548,PNEUMONIA,1.439120,0.000000,0.000000,0.150000,0.300000
549,PNEUMONIA,1.435866,0.000000,0.000000,0.000000,0.140000
550,PNEUMONIA,1.429449,0.000000,0.200000,0.250000,0.160000
551,PNEUMONIA,1.427993,0.200000,0.200000,0.100000,0.060000
552,PNEUMONIA,1.426589,0.000000,0.000000,0.050000,0.100000
553,PNEUMONIA,1.416311,0.000000,0.000000,0.100000,0.200000
554,PNEUMONIA,1.398764,0.000000,0.000000,0.000000,0.000000
555,PNEUMONIA,1.417091,0.000000,0.000000,0.050000,0.120000
556,PNEUMONIA,1.426668,0.000000,0.100000,0.150000,0.200000
557,PNEUMONIA,1.404704,0.000000,0.000000,0.000000,0.120000
558,PNEUMONIA,1.426691,0.200000,0.300000,0.150000,0.160000
559,PNEUMONIA,1.424873,0.000000,0.100000,0.100000,0.120000
560,PNEUMONIA,1.414636,0.000000,0.100000,0.150000,0.200000
561,PNEUMONIA,1.432390,0.000000,0.000000,0.000000,0.040000
562,PNEUMONIA,1.327345,0.000000,0.000000,0.000000,0.100000
563,PNEUMONIA,1.442880,0.200000,0.200000,0.100000,0.140000
564,PNEUMONIA,1.444687,0.000000,0.000000,0.100000,0.220000
565,PNEUMONIA,1.424704,0.000000,0.000000,0.000000,0.060000
566,PNEUMONIA,1.420075,0.000000,0.000000,0.050000,0.200000
567,PNEUMONIA,1.383549,0.200000,0.100000,0.150000,0.120000
568,PNEUMONIA,1.417567,0.000000,0.100000,0.050000,0.160000
569,PNEUMONIA,1.428128,0.000000,0.100000,0.100000,0.260000
570,PNEUMONIA,1.410576,0.000000,0.000000,0.100000,0.240000
571,PNEUMONIA,1.415605,0.000000,0.000000,0.050000,0.160000
572,PNEUMONIA,1.411552,0.000000,0.100000,0.050000,0.060000
573,PNEUMONIA,1.421581,0.200000,0.200000,0.200000,0.260000
574,PNEUMONIA,1.426420,0.000000,0.000000,0.050000,0.120000
575,PNEUMONIA,1.412483,0.000000,0.100000,0.050000,0.080000
576,PNEUMONIA,1.123035,0.000000,0.000000,0.000000,0.000000
577,PNEUMONIA,1.411967,0.200000,0.100000,0.300000,0.280000
578,PNEUMONIA,1.441145,0.200000,0.100000,0.200000,0.160000
579,PNEUMONIA,1.441353,0.000000,0.000000,0.050000,0.160000
580,PNEUMONIA,1.437463,0.000000,0.100000,0.150000,0.260000
581,PNEUMONIA,1.419149,0.000000,0.000000,0.150000,0.160000
582,PNEUMONIA,1.436771,0.400000,0.300000,0.300000,0.280000
583,PNEUMONIA,1.425749,0.000000,0.100000,0.150000,0.200000
584,PNEUMONIA,1.436650,0.200000,0.100000,0.050000,0.080000
585,PNEUMONIA,1.413966,0.000000,0.000000,0.050000,0.040000
586,PNEUMONIA,1.403913,0.000000,0.000000,0.050000,0.200000
587,PNEUMONIA,1.403355,0.000000,0.000000,0.000000,0.060000
588,PNEUMONIA,1.428139,0.000000,0.000000,0.000000,0.040000
589,PNEUMONIA,1.439781,0.000000,0.000000,0.200000,0.180000
590,PNEUMONIA,1.424639,0.000000,0.000000,0.000000,0.020000
591,PNEUMONIA,1.414611,0.000000,0.000000,0.150000,0.160000
592,PNEUMONIA,1.411028,0.000000,0.000000,0.100000,0.260000
593,PNEUMONIA,1.440778,0.000000,0.000000,0.050000,0.100000
594,PNEUMONIA,1.427161,0.200000,0.200000,0.250000,0.260000
595,PNEUMONIA,1.414526,0.000000,0.000000,0.000000,0.100000
596,PNEUMONIA,1.409759,0.000000,0.100000,0.050000,0.160000
597,PNEUMONIA,1.431275,0.000000,0.200000,0.100000,0.140000
598,PNEUMONIA,1.410602,0.000000,0.000000,0.150000,0.300000
599,PNEUMONIA,1.431173,0.000000,0.000000,0.050000,0.100000
600,PNEUMONIA,1.422561,0.200000,0.200000,0.150000,0.180000
601,PNEUMONIA,1.402864,0.000000,0.000000,0.050000,0.040000
602,PNEUMONIA,1.424197,0.000000,0.000000,0.150000,0.180000
603,PNEUMONIA,1.435870,0.000000,0.100000,0.100000,0.200000
604,PNEUMONIA,1.420185,0.000000,0.000000,0.050000,0.040000
605,PNEUMONIA,1.434608,0.000000,0.100000,0.050000,0.100000
606,PNEUMONIA,1.432347,0.200000,0.100000,0.150000,0.100000
607,PNEUMONIA,1.425736,0.000000,0.000000,0.000000,0.040000
608,PNEUMONIA,1.475137,0.000000,0.300000,0.150000,0.240000
609,PNEUMONIA,1.447451,0.000000,0.000000,0.050000,0.040000
610,PNEUMONIA,1.414021,0.200000,0.100000,0.050000,0.200000
611,PNEUMONIA,1.425572,0.200000,0.100000,0.100000,0.080000
612,PNEUMONIA,1.432357,0.000000,0.000000,0.150000,0.180000
613,PNEUMONIA,1.438597,0.000000,0.100000,0.100000,0.160000
614,PNEUMONIA,1.424668,0.000000,0.100000,0.050000,0.120000
615,PNEUMONIA,1.433148,0.000000,0.000000,0.050000,0.120000
616,PNEUMONIA,1.438921,0.200000,0.100000,0.050000,0.200000
617,PNEUMONIA,1.161793,0.000000,0.000000,0.050000,0.060000
618,PNEUMONIA,1.404462,0.200000,0.100000,0.150000,0.100000
619,PNEUMONIA,1.418439,0.200000,0.100000,0.150000,0.100000
620,PNEUMONIA,1.412514,0.000000,0.100000,0.050000,0.120000
621,PNEUMONIA,1.411846,0.200000,0.100000,0.200000,0.240000
622,PNEUMONIA,1.412655,0.000000,0.000000,0.050000,0.100000
623,PNEUMONIA,1.405525,0.000000,0.000000,0.000000,0.040000
624,PNEUMONIA,1.418980,0.200000,0.200000,0.150000,0.200000
625,PNEUMONIA,1.426228,0.000000,0.000000,0.050000,0.280000
626,PNEUMONIA,1.423113,0.000000,0.000000,0.000000,0.200000
627,PNEUMONIA,1.420046,0.000000,0.000000,0.050000,0.060000
628,PNEUMONIA,1.423336,0.000000,0.000000,0.000000,0.060000
629,PNEUMONIA,1.444693,0.000000,0.000000,0.050000,0.040000
630,PNEUMONIA,1.425874,0.200000,0.100000,0.150000,0.080000
631,PNEUMONIA,1.411465,0.000000,0.000000,0.000000,0.040000
632,PNEUMONIA,1.429675,0.200000,0.100000,0.050000,0.160000
633,PNEUMONIA,1.434403,0.000000,0.000000,0.150000,0.100000
634,PNEUMONIA,1.458405,0.000000,0.000000,0.050000,0.180000
635,PNEUMONIA,1.386717,0.000000,0.000000,0.050000,0.100000
636,PNEUMONIA,1.187325,0.000000,0.000000,0.000000,0.000000
637,PNEUMONIA,1.425518,0.000000,0.000000,0.000000,0.040000
638,PNEUMONIA,1.429318,0.000000,0.000000,0.100000,0.240000
639,PNEUMONIA,1.422708,0.000000,0.100000,0.100000,0.220000
640,PNEUMONIA,1.449231,0.200000,0.100000,0.050000,0.060000
641,PNEUMONIA,1.439674,0.200000,0.100000,0.050000,0.080000
642,PNEUMONIA,1.433390,0.000000,0.000000,0.000000,0.060000
643,PNEUMONIA,1.424935,0.000000,0.100000,0.050000,0.140000
644,PNEUMONIA,1.415026,0.000000,0.100000,0.150000,0.240000
645,PNEUMONIA,1.437341,0.200000,0.100000,0.100000,0.060000
646,PNEUMONIA,1.421238,0.000000,0.100000,0.200000,0.200000
647,PNEUMONIA,1.429783,0.200000,0.200000,0.250000,0.240000
648,PNEUMONIA,1.419588,0.000000,0.100000,0.100000,0.120000
649,PNEUMONIA,1.431663,0.200000,0.200000,0.200000,0.260000
650,PNEUMONIA,1.411159,0.000000,0.000000,0.050000,0.140000
651,PNEUMONIA,1.411151,0.200000,0.200000,0.200000,0.260000
652,PNEUMONIA,1.418302,0.200000,0.100000,0.200000,0.300000
653,PNEUMONIA,1.411787,0.000000,0.000000,0.150000,0.240000
654,PNEUMONIA,1.414624,0.000000,0.100000,0.100000,0.180000
655,PNEUMONIA,1.425766,0.000000,0.100000,0.200000,0.160000
656,PNEUMONIA,1.427777,0.000000,0.100000,0.150000,0.240000
657,PNEUMONIA,1.427070,0.000000,0.100000,0.150000,0.080000
658,PNEUMONIA,1.419510,0.000000,0.000000,0.050000,0.240000
659,PNEUMONIA,1.429665,0.000000,0.100000,0.100000,0.180000
660,PNEUMONIA,1.416598,0.000000,0.000000,0.000000,0.300000
661,PNEUMONIA,1.430731,0.000000,0.100000,0.150000,0.200000
662,PNEUMONIA,1.421528,0.000000,0.000000,0.050000,0.180000
663,PNEUMONIA,1.431731,0.000000,0.100000,0.100000,0.160000
664,PNEUMONIA,1.431481,0.000000,0.000000,0.050000,0.120000
665,PNEUMONIA,1.426342,0.000000,0.100000,0.150000,0.200000
666,PNEUMONIA,1.410409,0.200000,0.200000,0.200000,0.320000
667,PNEUMONIA,1.416678,0.000000,0.200000,0.200000,0.240000
668,PNEUMONIA,1.428563,0.000000,0.000000,0.100000,0.140000
669,PNEUMONIA,1.414448,0.000000,0.000000,0.100000,0.220000
670,PNEUMONIA,1.421821,0.200000,0.100000,0.200000,0.240000
671,PNEUMONIA,1.430444,0.200000,0.200000,0.300000,0.340000
672,PNEUMONIA,1.432807,0.000000,0.000000,0.000000,0.040000
673,PNEUMONIA,1.423411,0.000000,0.000000,0.050000,0.080000
674,PNEUMONIA,1.434253,0.200000,0.100000,0.150000,0.220000
675,PNEUMONIA,1.431891,0.000000,0.100000,0.100000,0.240000
676,PNEUMONIA,1.425317,0.000000,0.200000,0.200000,0.280000
677,PNEUMONIA,1.411606,0.000000,0.300000,0.250000,0.160000
678,PNEUMONIA,1.439641,0.000000,0.100000,0.050000,0.240000
679,PNEUMONIA,1.369638,0.000000,0.000000,0.000000,0.020000
680,PNEUMONIA,1.428278,0.000000,0.000000,0.150000,0.180000
681,PNEUMONIA,1.059070,0.000000,0.000000,0.000000,0.000000
682,PNEUMONIA,1.427119,0.200000,0.100000,0.100000,0.280000
683,PNEUMONIA,1.423463,0.200000,0.100000,0.300000,0.280000
684,PNEUMONIA,1.396220,0.000000,0.000000,0.100000,0.180000
685,PNEUMONIA,1.413400,0.000000,0.000000,0.000000,0.220000
686,PNEUMONIA,1.455946,0.000000,0.000000,0.000000,0.020000
687,PNEUMONIA,1.430275,0.000000,0.100000,0.200000,0.240000
688,PNEUMONIA,1.441689,0.000000,0.100000,0.200000,0.200000
689,PNEUMONIA,1.420578,0.000000,0.000000,0.000000,0.160000
690,PNEUMONIA,1.432809,0.000000,0.000000,0.050000,0.060000
691,PNEUMONIA,1.417350,0.400000,0.200000,0.150000,0.120000
692,PNEUMONIA,1.413601,0.000000,0.000000,0.100000,0.180000
693,PNEUMONIA,1.428633,0.000000,0.000000,0.200000,0.240000
694,PNEUMONIA,1.430045,0.200000,0.200000,0.150000,0.140000
695,PNEUMONIA,1.431768,0.000000,0.100000,0.050000,0.080000
696,PNEUMONIA,1.419219,0.200000,0.200000,0.150000,0.140000
697,PNEUMONIA,1.423120,0.000000,0.000000,0.000000,0.040000
698,PNEUMONIA,1.432866,0.000000,0.300000,0.200000,0.300000
699,PNEUMONIA,1.421842,0.000000,0.200000,0.150000,0.080000
700,PNEUMONIA,1.393412,0.000000,0.000000,0.000000,0.020000
701,PNEUMONIA,1.431176,0.000000,0.000000,0.000000,0.120000
702,PNEUMONIA,1.422751,0.000000,0.100000,0.100000,0.160000
703,PNEUMONIA,1.434259,0.400000,0.300000,0.400000,0.380000
704,PNEUMONIA,1.416619,0.000000,0.000000,0.100000,0.140000
705,PNEUMONIA,1.444734,0.000000,0.000000,0.000000,0.040000
706,PNEUMONIA,1.417879,0.000000,0.000000,0.050000,0.220000
707,PNEUMONIA,1.419391,0.200000,0.100000,0.050000,0.100000
708,PNEUMONIA,1.413816,0.200000,0.200000,0.250000,0.280000
709,PNEUMONIA,1.428165,0.000000,0.200000,0.200000,0.200000
710,PNEUMONIA,1.429690,0.000000,0.000000,0.000000,0.120000
711,PNEUMONIA,1.430952,0.000000,0.200000,0.150000,0.140000
712,PNEUMONIA,1.419673,0.000000,0.100000,0.050000,0.220000
713,PNEUMONIA,1.414069,0.400000,0.200000,0.150000,0.220000
714,PNEUMONIA,1.420201,0.000000,0.100000,0.200000,0.160000
715,PNEUMONIA,1.437429,0.000000,0.000000,0.050000,0.060000
716,PNEUMONIA,1.431763,0.000000,0.000000,0.000000,0.120000
717,PNEUMONIA,1.425702,0.000000,0.100000,0.100000,0.180000
718,PNEUMONIA,1.437261,0.000000,0.100000,0.050000,0.160000
719,PNEUMONIA,1.434736,0.000000,0.000000,0.000000,0.160000
720,PNEUMONIA,1.419283,0.000000,0.000000,0.050000,0.080000
721,PNEUMONIA,1.411945,0.000000,0.100000,0.100000,0.100000
722,PNEUMONIA,1.420627,0.000000,0.100000,0.100000,0.180000
723,PNEUMONIA,1.443491,0.200000,0.100000,0.100000,0.240000
724,PNEUMONIA,1.419429,0.000000,0.000000,0.200000,0.240000
725,PNEUMONIA,1.430253,0.200000,0.100000,0.150000,0.180000
726,PNEUMONIA,1.428722,0.000000,0.000000,0.150000,0.220000
727,PNEUMONIA,1.419525,0.000000,0.100000,0.100000,0.060000
728,PNEUMONIA,1.420661,0.200000,0.200000,0.150000,0.260000
729,PNEUMONIA,1.413222,0.200000,0.100000,0.100000,0.160000
730,PNEUMONIA,1.416366,0.000000,0.100000,0.200000,0.200000
731,PNEUMONIA,1.418575,0.000000,0.000000,0.000000,0.060000
732,PNEUMONIA,1.414879,0.000000,0.000000,0.000000,0.100000
733,PNEUMONIA,1.439659,0.200000,0.300000,0.250000,0.220000
734,PNEUMONIA,1.411668,0.000000,0.300000,0.300000,0.340000
735,PNEUMONIA,1.426224,0.000000,0.100000,0.350000,0.260000
736,PNEUMONIA,1.311212,0.000000,0.000000,0.000000,0.000000
737,PNEUMONIA,1.419076,0.000000,0.000000,0.000000,0.060000
738,PNEUMONIA,1.413467,0.000000,0.000000,0.100000,0.220000
739,PNEUMONIA,1.417109,0.000000,0.100000,0.150000,0.140000
740,PNEUMONIA,1.409416,0.000000,0.100000,0.050000,0.060000
741,PNEUMONIA,1.438610,0.000000,0.000000,0.050000,0.140000
742,PNEUMONIA,1.420161,0.000000,0.000000,0.050000,0.040000
743,PNEUMONIA,1.423232,0.200000,0.100000,0.200000,0.240000
744,PNEUMONIA,1.414260,0.000000,0.000000,0.050000,0.120000
745,PNEUMONIA,1.432771,0.000000,0.000000,0.000000,0.080000
746,PNEUMONIA,1.413725,0.200000,0.100000,0.100000,0.080000
747,PNEUMONIA,1.336972,0.000000,0.000000,0.000000,0.080000
748,PNEUMONIA,1.438303,0.000000,0.200000,0.200000,0.140000
749,PNEUMONIA,1.426700,0.200000,0.200000,0.100000,0.140000
750,PNEUMONIA,1.429642,0.000000,0.000000,0.000000,0.060000
751,PNEUMONIA,1.465879,0.000000,0.000000,0.050000,0.080000
752,PNEUMONIA,1.412423,0.000000,0.000000,0.000000,0.120000
753,PNEUMONIA,1.406589,0.200000,0.100000,0.200000,0.180000
754,PNEUMONIA,1.405676,0.200000,0.100000,0.100000,0.120000
755,PNEUMONIA,1.444503,0.000000,0.000000,0.050000,0.100000
756,PNEUMONIA,1.415572,0.000000,0.100000,0.100000,0.100000
757,PNEUMONIA,1.417424,0.200000,0.100000,0.100000,0.120000
758,PNEUMONIA,1.384746,0.200000,0.200000,0.150000,0.220000
759,PNEUMONIA,1.421066,0.400000,0.200000,0.350000,0.280000
760,PNEUMONIA,1.411245,0.000000,0.000000,0.050000,0.120000
761,PNEUMONIA,1.400934,0.200000,0.100000,0.250000,0.200000
762,PNEUMONIA,1.431751,0.000000,0.000000,0.000000,0.220000
763,PNEUMONIA,1.427082,0.000000,0.100000,0.050000,0.020000
764,PNEUMONIA,1.421055,0.000000,0.000000,0.000000,0.080000
765,PNEUMONIA,1.411197,0.000000,0.100000,0.100000,0.120000
766,PNEUMONIA,1.438556,0.000000,0.000000,0.000000,0.060000
767,PNEUMONIA,1.398963,0.200000,0.200000,0.200000,0.220000
768,PNEUMONIA,1.413091,0.000000,0.100000,0.150000,0.180000
769,PNEUMONIA,1.445820,0.000000,0.000000,0.000000,0.120000
770,PNEUMONIA,1.432955,0.000000,0.100000,0.050000,0.100000
771,PNEUMONIA,1.399693,0.000000,0.000000,0.150000,0.280000
772,PNEUMONIA,1.434041,0.000000,0.200000,0.250000,0.240000
773,PNEUMONIA,1.440120,0.200000,0.200000,0.150000,0.120000
774,PNEUMONIA,1.426371,0.000000,0.100000,0.050000,0.120000
775,PNEUMONIA,1.408382,0.000000,0.100000,0.050000,0.060000
776,PNEUMONIA,1.247423,0.000000,0.000000,0.000000,0.000000
777,PNEUMONIA,1.424091,0.000000,0.000000,0.000000,0.080000
778,PNEUMONIA,1.398781,0.000000,0.000000,0.050000,0.120000
779,PNEUMONIA,1.423749,0.000000,0.000000,0.000000,0.060000
780,PNEUMONIA,1.425405,0.000000,0.100000,0.150000,0.140000
781,PNEUMONIA,1.419189,0.000000,0.000000,0.000000,0.160000
782,PNEUMONIA,1.450227,0.000000,0.100000,0.100000,0.120000
783,PNEUMONIA,1.431522,0.200000,0.100000,0.050000,0.120000
784,PNEUMONIA,1.427051,0.200000,0.100000,0.050000,0.060000
785,PNEUMONIA,1.415175,0.000000,0.100000,0.050000,0.120000
786,PNEUMONIA,1.431437,0.000000,0.000000,0.000000,0.100000
787,PNEUMONIA,1.393336,0.000000,0.100000,0.150000,0.140000
788,PNEUMONIA,1.439068,0.000000,0.000000,0.050000,0.040000
789,PNEUMONIA,1.415427,0.000000,0.100000,0.050000,0.160000
790,PNEUMONIA,1.452876,0.000000,0.100000,0.050000,0.120000
791,PNEUMONIA,1.415734,0.000000,0.200000,0.200000,0.220000
792,PNEUMONIA,1.432072,0.200000,0.100000,0.100000,0.200000
793,PNEUMONIA,1.417886,0.200000,0.100000,0.050000,0.100000
794,PNEUMONIA,1.419422,0.000000,0.000000,0.000000,0.140000
795,PNEUMONIA,1.383845,0.000000,0.100000,0.050000,0.120000
796,PNEUMONIA,1.419414,0.400000,0.200000,0.100000,0.120000
797,PNEUMONIA,1.430807,0.000000,0.200000,0.250000,0.280000
798,PNEUMONIA,1.433592,0.000000,0.000000,0.000000,0.140000
799,PNEUMONIA,1.420054,0.000000,0.000000,0.000000,0.040000
800,PNEUMONIA,1.415786,0.000000,0.100000,0.050000,0.220000
801,PNEUMONIA,1.414061,0.200000,0.200000,0.100000,0.160000
802,PNEUMONIA,1.434881,0.200000,0.100000,0.150000,0.180000
803,PNEUMONIA,1.422357,0.000000,0.000000,0.000000,0.100000
804,PNEUMONIA,1.423465,0.200000,0.100000,0.050000,0.220000
805,PNEUMONIA,1.423714,0.000000,0.100000,0.150000,0.100000
806,PNEUMONIA,1.350494,0.000000,0.000000,0.050000,0.080000
807,PNEUMONIA,1.127626,0.200000,0.100000,0.050000,0.060000
808,PNEUMONIA,1.429202,0.200000,0.200000,0.200000,0.220000
809,PNEUMONIA,1.420660,0.000000,0.000000,0.050000,0.200000
810,PNEUMONIA,1.419552,0.000000,0.100000,0.050000,0.120000
