index,label,drift,s_5,s_10,s_20,s_50
811,PNEUMONIA,1.429463,0.000000,0.000000,0.050000,0.080000
812,PNEUMONIA,1.418384,0.000000,0.000000,0.000000,0.100000
813,PNEUMONIA,1.433387,0.200000,0.200000,0.200000,0.180000
814,PNEUMONIA,1.412625,0.000000,0.100000,0.200000,0.180000
815,PNEUMONIA,1.393650,0.000000,0.000000,0.000000,0.040000
816,PNEUMONIA,1.418234,0.200000,0.400000,0.400000,0.440000
817,PNEUMONIA,1.427780,0.000000,0.000000,0.000000,0.040000
818,PNEUMONIA,1.422615,0.000000,0.000000,0.000000,0.060000
819,PNEUMONIA,1.429493,0.000000,0.000000,0.150000,0.200000
820,PNEUMONIA,1.417272,0.000000,0.200000,0.300000,0.260000
821,PNEUMONIA,1.436247,0.200000,0.100000,0.200000,0.160000
822,PNEUMONIA,1.436856,0.200000,0.100000,0.150000,0.200000
823,PNEUMONIA,1.428223,0.000000,0.100000,0.100000,0.180000
824,PNEUMONIA,1.443031,0.000000,0.100000,0.100000,0.160000
825,PNEUMONIA,1.425319,0.200000,0.200000,0.100000,0.140000
826,PNEUMONIA,1.395346,0.000000,0.100000,0.050000,0.080000
827,PNEUMONIA,1.434917,0.000000,0.000000,0.000000,0.100000
828,PNEUMONIA,1.177994,0.000000,0.000000,0.150000,0.120000
829,PNEUMONIA,1.430786,0.000000,0.000000,0.000000,0.080000
830,PNEUMONIA,1.283952,0.000000,0.100000,0.100000,0.080000
831,PNEUMONIA,1.433427,0.000000,0.000000,0.050000,0.060000
832,PNEUMONIA,1.444078,0.000000,0.300000,0.350000,0.380000
833,PNEUMONIA,1.429406,0.000000,0.000000,0.050000,0.060000
834,PNEUMONIA,1.450812,0.000000,0.000000,0.000000,0.040000
835,PNEUMONIA,1.430803,0.000000,0.000000,0.100000,0.300000
836,PNEUMONIA,1.398457,0.200000,0.100000,0.100000,0.140000
837,PNEUMONIA,1.422727,0.000000,0.000000,0.000000,0.080000
838,PNEUMONIA,1.419864,0.200000,0.100000,0.200000,0.160000
839,PNEUMONIA,1.424194,0.000000,0.100000,0.150000,0.320000
840,PNEUMONIA,1.434578,0.000000,0.000000,0.000000,0.120000
841,PNEUMONIA,1.415070,0.000000,0.200000,0.200000,0.140000
842,PNEUMONIA,1.404261,0.000000,0.100000,0.200000,0.240000
843,PNEUMONIA,1.427399,0.200000,0.100000,0.250000,0.280000
844,PNEUMONIA,1.417886,0.000000,0.000000,0.000000,0.040000
845,PNEUMONIA,1.423845,0.000000,0.100000,0.050000,0.120000
846,PNEUMONIA,1.420367,0.000000,0.200000,0.250000,0.380000
847,PNEUMONIA,1.417659,0.200000,0.200000,0.300000,0.460000
848,PNEUMONIA,1.420226,0.200000,0.200000,0.100000,0.220000
849,PNEUMONIA,1.418004,0.000000,0.100000,0.050000,0.060000
850,PNEUMONIA,1.444662,0.400000,0.300000,0.250000,0.260000
851,PNEUMONIA,1.431464,0.000000,0.100000,0.150000,0.260000
852,PNEUMONIA,1.430462,0.400000,0.300000,0.250000,0.200000
853,PNEUMONIA,1.408400,0.000000,0.000000,0.050000,0.100000
854,PNEUMONIA,1.427191,0.000000,0.100000,0.050000,0.100000
855,PNEUMONIA,1.434927,0.000000,0.000000,0.000000,0.020000
856,PNEUMONIA,1.401747,0.200000,0.200000,0.200000,0.260000
857,PNEUMONIA,1.424759,0.000000,0.100000,0.050000,0.100000
858,PNEUMONIA,1.431597,0.200000,0.200000,0.300000,0.260000
859,PNEUMONIA,1.421906,0.200000,0.200000,0.300000,0.240000
860,PNEUMONIA,1.423006,0.200000,0.400000,0.250000,0.320000
861,PNEUMONIA,1.437558,0.600000,0.400000,0.350000,0.240000
862,PNEUMONIA,1.429062,0.400000,0.400000,0.200000,0.200000
863,PNEUMONIA,1.425989,0.400000,0.400000,0.300000,0.160000
864,PNEUMONIA,1.420690,0.000000,0.100000,0.050000,0.300000
865,PNEUMONIA,1.419894,0.000000,0.200000,0.150000,0.280000
866,PNEUMONIA,1.376635,0.200000,0.100000,0.100000,0.200000
867,PNEUMONIA,1.430822,0.000000,0.000000,0.050000,0.100000
868,PNEUMONIA,1.419541,0.200000,0.200000,0.150000,0.240000
869,PNEUMONIA,1.399368,0.000000,0.100000,0.050000,0.100000
870,PNEUMONIA,1.423139,0.200000,0.200000,0.200000,0.140000
871,PNEUMONIA,1.429714,0.200000,0.200000,0.250000,0.320000
872,PNEUMONIA,1.436583,0.000000,0.100000,0.100000,0.300000
873,PNEUMONIA,1.426589,0.400000,0.200000,0.150000,0.340000
874,PNEUMONIA,1.426527,0.000000,0.000000,0.150000,0.160000
875,PNEUMONIA,1.423943,0.200000,0.100000,0.300000,0.260000
876,PNEUMONIA,1.442502,0.200000,0.200000,0.200000,0.480000
877,PNEUMONIA,1.439790,0.200000,0.100000,0.050000,0.080000
878,PNEUMONIA,1.426460,0.000000,0.200000,0.100000,0.140000
879,PNEUMONIA,1.440315,0.000000,0.100000,0.050000,0.020000
880,PNEUMONIA,1.444863,0.000000,0.000000,0.200000,0.200000
881,PNEUMONIA,1.426163,0.200000,0.100000,0.250000,0.160000
882,PNEUMONIA,0.993614,0.000000,0.000000,0.000000,0.020000
883,PNEUMONIA,1.417530,0.000000,0.000000,0.050000,0.100000
884,PNEUMONIA,1.410304,0.200000,0.200000,0.200000,0.280000
885,PNEUMONIA,1.410482,0.000000,0.100000,0.150000,0.120000
886,PNEUMONIA,1.423638,0.200000,0.200000,0.200000,0.240000
887,PNEUMONIA,1.423195,0.200000,0.100000,0.300000,0.340000
888,PNEUMONIA,1.415295,0.200000,0.100000,0.100000,0.320000
889,PNEUMONIA,1.417606,0.200000,0.200000,0.150000,0.100000
890,PNEUMONIA,1.411368,0.000000,0.000000,0.000000,0.120000
891,PNEUMONIA,1.421239,0.200000,0.100000,0.100000,0.100000
892,PNEUMONIA,1.428656,0.400000,0.500000,0.300000,0.300000
893,PNEUMONIA,1.416941,0.000000,0.100000,0.100000,0.120000
894,PNEUMONIA,1.369907,0.000000,0.000000,0.000000,0.060000
895,PNEUMONIA,1.423924,0.000000,0.200000,0.150000,0.240000
896,PNEUMONIA,1.430522,0.000000,0.000000,0.100000,0.220000
897,PNEUMONIA,1.433846,0.000000,0.100000,0.150000,0.280000
898,PNEUMONIA,1.423851,0.200000,0.200000,0.200000,0.120000
899,PNEUMONIA,1.423851,0.200000,0.200000,0.200000,0.120000
900,PNEUMONIA,1.422583,0.000000,0.000000,0.100000,0.120000
901,PNEUMONIA,1.433481,0.000000,0.100000,0.200000,0.140000
902,PNEUMONIA,1.435493,0.000000,0.000000,0.050000,0.160000
903,PNEUMONIA,1.416672,0.000000,0.100000,0.050000,0.100000
904,PNEUMONIA,1.427279,0.000000,0.000000,0.100000,0.220000
905,PNEUMONIA,1.431061,0.200000,0.200000,0.150000,0.160000
906,PNEUMONIA,1.420995,0.200000,0.100000,0.050000,0.120000
907,PNEUMONIA,1.380683,0.200000,0.100000,0.100000,0.100000
908,PNEUMONIA,1.428733,0.000000,0.000000,0.000000,0.000000
909,PNEUMONIA,1.421796,0.000000,0.000000,0.100000,0.180000
910,PNEUMONIA,1.427853,0.200000,0.100000,0.150000,0.280000
911,PNEUMONIA,1.407282,0.000000,0.100000,0.050000,0.080000
912,PNEUMONIA,1.404844,0.000000,0.000000,0.050000,0.140000
913,PNEUMONIA,1.413476,0.000000,0.000000,0.000000,0.080000
914,PNEUMONIA,1.298252,0.000000,0.000000,0.000000,0.000000
915,PNEUMONIA,1.419073,0.000000,0.100000,0.050000,0.240000
916,PNEUMONIA,1.389288,0.000000,0.000000,0.150000,0.260000
917,PNEUMONIA,1.448491,0.000000,0.000000,0.000000,0.140000
918,PNEUMONIA,1.422803,0.200000,0.200000,0.300000,0.220000
919,PNEUMONIA,1.430649,0.400000,0.200000,0.250000,0.220000
920,PNEUMONIA,1.440298,0.000000,0.000000,0.150000,0.200000
921,PNEUMONIA,1.421357,0.000000,0.000000,0.000000,0.060000
922,PNEUMONIA,1.435487,0.000000,0.000000,0.000000,0.000000
923,PNEUMONIA,1.426383,0.000000,0.100000,0.150000,0.420000
924,PNEUMONIA,1.414210,0.000000,0.100000,0.050000,0.080000
925,PNEUMONIA,1.400574,0.000000,0.100000,0.100000,0.140000
926,PNEUMONIA,1.428086,0.000000,0.000000,0.050000,0.140000
927,PNEUMONIA,1.413916,0.000000,0.000000,0.000000,0.040000
928,PNEUMONIA,1.410101,0.200000,0.200000,0.200000,0.200000
929,PNEUMONIA,1.438193,0.000000,0.000000,0.000000,0.120000
930,PNEUMONIA,1.425216,0.600000,0.400000,0.400000,0.400000
931,PNEUMONIA,1.422453,0.200000,0.200000,0.250000,0.280000
932,PNEUMONIA,1.423294,0.000000,0.000000,0.000000,0.100000
933,PNEUMONIA,1.423761,0.000000,0.000000,0.000000,0.080000
934,PNEUMONIA,1.418118,0.000000,0.000000,0.050000,0.120000
935,PNEUMONIA,1.428761,0.000000,0.100000,0.300000,0.300000
936,PNEUMONIA,1.399298,0.000000,0.000000,0.000000,0.080000
937,PNEUMONIA,1.421652,0.000000,0.100000,0.100000,0.260000
938,PNEUMONIA,1.426745,0.000000,0.000000,0.150000,0.160000
939,PNEUMONIA,1.413256,0.000000,0.100000,0.050000,0.060000
940,PNEUMONIA,0.689917,0.000000,0.000000,0.000000,0.000000
941,PNEUMONIA,1.427890,0.000000,0.000000,0.000000,0.020000
942,PNEUMONIA,1.430656,0.200000,0.400000,0.300000,0.240000
943,PNEUMONIA,1.414410,0.000000,0.000000,0.100000,0.100000
944,PNEUMONIA,1.437305,0.000000,0.000000,0.050000,0.120000
945,PNEUMONIA,1.417090,0.000000,0.100000,0.050000,0.080000
946,PNEUMONIA,1.430100,0.000000,0.000000,0.050000,0.160000
947,PNEUMONIA,1.432949,0.000000,0.000000,0.100000,0.060000
948,PNEUMONIA,1.395856,0.000000,0.000000,0.150000,0.180000
949,PNEUMONIA,1.422946,0.000000,0.100000,0.100000,0.060000
950,PNEUMONIA,1.441862,0.000000,0.000000,0.000000,0.100000
951,PNEUMONIA,1.411054,0.000000,0.000000,0.050000,0.100000
952,PNEUMONIA,1.409545,0.200000,0.200000,0.100000,0.180000
953,PNEUMONIA,1.425963,0.200000,0.100000,0.200000,0.260000
954,PNEUMONIA,1.432242,0.000000,0.100000,0.150000,0.120000
955,PNEUMONIA,1.420629,0.200000,0.100000,0.100000,0.140000
956,PNEUMONIA,1.421215,0.200000,0.100000,0.050000,0.160000
957,PNEUMONIA,1.447256,0.000000,0.000000,0.100000,0.040000
958,PNEUMONIA,1.419538,0.000000,0.000000,0.100000,0.200000
959,PNEUMONIA,1.439166,0.000000,0.200000,0.100000,0.160000
960,PNEUMONIA,1.409022,0.000000,0.100000,0.100000,0.080000
961,PNEUMONIA,1.432552,0.000000,0.200000,0.150000,0.320000
962,PNEUMONIA,1.422488,0.000000,0.100000,0.350000,0.360000
963,PNEUMONIA,1.441859,0.000000,0.000000,0.000000,0.100000
964,PNEUMONIA,1.423188,0.000000,0.100000,0.100000,0.100000
965,PNEUMONIA,1.417745,0.000000,0.000000,0.100000,0.120000
966,PNEUMONIA,1.412530,0.200000,0.100000,0.050000,0.060000
967,PNEUMONIA,1.417714,0.000000,0.100000,0.050000,0.120000
968,PNEUMONIA,1.433356,0.000000,0.000000,0.050000,0.080000
969,PNEUMONIA,1.421661,0.000000,0.000000,0.000000,0.080000
970,PNEUMONIA,1.422689,0.000000,0.000000,0.100000,0.080000
971,PNEUMONIA,1.429089,0.000000,0.000000,0.100000,0.240000
972,PNEUMONIA,1.448045,0.000000,0.000000,0.050000,0.220000
973,PNEUMONIA,1.429233,0.000000,0.200000,0.100000,0.080000
974,PNEUMONIA,1.430316,0.000000,0.000000,0.100000,0.100000
975,PNEUMONIA,1.405763,0.000000,0.100000,0.200000,0.140000
976,PNEUMONIA,1.418638,0.000000,0.100000,0.100000,0.120000
977,PNEUMONIA,1.413450,0.200000,0.200000,0.100000,0.140000
978,PNEUMONIA,1.426892,0.200000,0.100000,0.150000,0.180000
979,PNEUMONIA,1.426507,0.000000,0.100000,0.200000,0.260000
980,PNEUMONIA,1.424025,0.000000,0.000000,0.000000,0.020000
981,PNEUMONIA,1.440731,0.000000,0.100000,0.100000,0.140000
982,PNEUMONIA,1.441072,0.000000,0.100000,0.050000,0.140000
983,PNEUMONIA,1.420700,0.000000,0.000000,0.000000,0.040000
984,PNEUMONIA,1.443408,0.000000,0.000000,0.050000,0.160000
985,PNEUMONIA,1.423005,0.000000,0.100000,0.050000,0.080000
986,PNEUMONIA,1.424687,0.000000,0.000000,0.150000,0.160000
987,PNEUMONIA,1.419423,0.200000,0.100000,0.250000,0.200000
988,PNEUMONIA,1.429585,0.000000,0.000000,0.200000,0.160000
989,PNEUMONIA,1.406666,0.000000,0.000000,0.050000,0.200000
990,PNEUMONIA,1.418496,0.000000,0.100000,0.200000,0.280000
991,PNEUMONIA,1.437902,0.000000,0.100000,0.100000,0.160000
992,PNEUMONIA,1.421217,0.400000,0.300000,0.200000,0.300000
993,PNEUMONIA,1.421568,0.000000,0.000000,0.100000,0.140000
994,PNEUMONIA,1.417460,0.000000,0.100000,0.150000,0.160000
995,PNEUMONIA,1.400638,0.200000,0.200000,0.200000,0.160000
996,PNEUMONIA,1.427528,0.200000,0.200000,0.150000,0.300000
997,PNEUMONIA,1.400771,0.000000,0.100000,0.050000,0.280000
998,PNEUMONIA,1.424487,0.200000,0.300000,0.350000,0.280000
999,PNEUMONIA,1.411456,0.000000,0.100000,0.100000,0.180000
1000,PNEUMONIA,1.417920,0.000000,0.100000,0.100000,0.120000
1001,PNEUMONIA,1.425728,0.200000,0.100000,0.100000,0.140000
1002,PNEUMONIA,1.416838,0.000000,0.000000,0.100000,0.180000
1003,PNEUMONIA,1.437366,0.000000,0.100000,0.100000,0.100000
1004,PNEUMONIA,1.418386,0.000000,0.000000,0.000000,0.040000
1005,PNEUMONIA,1.423732,0.000000,0.000000,0.050000,0.040000
1006,PNEUMONIA,1.448092,0.200000,0.100000,0.200000,0.160000
1007,PNEUMONIA,1.434125,0.000000,0.000000,0.100000,0.120000
1008,PNEUMONIA,1.416870,0.000000,0.000000,0.050000,0.180000
1009,PNEUMONIA,1.395882,0.400000,0.300000,0.250000,0.240000
1010,PNEUMONIA,1.423590,0.000000,0.000000,0.050000,0.320000
1011,PNEUMONIA,1.415689,0.400000,0.200000,0.100000,0.140000
1012,PNEUMONIA,1.420482,0.000000,0.000000,0.100000,0.140000
1013,PNEUMONIA,1.418570,0.000000,0.000000,0.150000,0.140000
1014,PNEUMONIA,1.445050,0.000000,0.000000,0.050000,0.080000
1015,PNEUMONIA,1.445992,0.000000,0.200000,0.100000,0.040000
1016,PNEUMONIA,1.410843,0.000000,0.000000,0.150000,0.300000
1017,PNEUMONIA,1.419375,0.200000,0.200000,0.150000,0.240000
1018,PNEUMONIA,1.419163,0.000000,0.000000,0.000000,0.100000
1019,PNEUMONIA,1.434418,0.400000,0.200000,0.250000,0.360000
1020,PNEUMONIA,1.440128,0.000000,0.000000,0.000000,0.080000
1021,PNEUMONIA,1.421110,0.000000,0.000000,0.050000,0.100000
1022,PNEUMONIA,1.450162,0.000000,0.000000,0.000000,0.120000
1023,PNEUMONIA,1.429278,0.200000,0.300000,0.400000,0.400000
1024,PNEUMONIA,1.429601,0.000000,0.100000,0.150000,0.140000
1025,PNEUMONIA,1.432421,0.000000,0.000000,0.000000,0.080000
1026,PNEUMONIA,1.414778,0.200000,0.100000,0.100000,0.120000
1027,PNEUMONIA,1.417349,0.000000,0.100000,0.100000,0.180000
1028,PNEUMONIA,1.425708,0.000000,0.100000,0.150000,0.180000
1029,PNEUMONIA,1.446183,0.200000,0.100000,0.200000,0.160000
1030,PNEUMONIA,1.450820,0.400000,0.200000,0.150000,0.220000
1031,PNEUMONIA,1.447899,0.000000,0.000000,0.050000,0.120000
1032,PNEUMONIA,1.398249,0.000000,0.000000,0.100000,0.160000
1033,PNEUMONIA,1.425609,0.000000,0.000000,0.000000,0.120000
1034,PNEUMONIA,1.447983,0.200000,0.100000,0.100000,0.120000
1035,PNEUMONIA,1.443056,0.000000,0.100000,0.150000,0.140000
1036,PNEUMONIA,1.426162,0.200000,0.200000,0.200000,0.200000
1037,PNEUMONIA,1.427864,0.000000,0.000000,0.000000,0.040000
1038,PNEUMONIA,1.416941,0.000000,0.100000,0.050000,0.120000
1039,PNEUMONIA,1.418602,0.000000,0.100000,0.150000,0.300000
1040,PNEUMONIA,1.418724,0.000000,0.100000,0.050000,0.160000
1041,PNEUMONIA,1.455185,0.000000,0.000000,0.050000,0.100000
1042,PNEUMONIA,1.429562,0.000000,0.100000,0.050000,0.180000
1043,PNEUMONIA,1.426777,0.000000,0.000000,0.000000,0.040000
1044,PNEUMONIA,1.417766,0.200000,0.100000,0.250000,0.160000
1045,PNEUMONIA,1.364939,0.200000,0.200000,0.200000,0.180000
1046,PNEUMONIA,1.346380,0.000000,0.000000,0.100000,0.160000
1047,PNEUMONIA,1.432743,0.000000,0.200000,0.150000,0.300000
1048,PNEUMONIA,1.383094,0.000000,0.000000,0.000000,0.040000
1049,PNEUMONIA,1.402524,0.200000,0.100000,0.200000,0.160000
1050,PNEUMONIA,1.427720,0.000000,0.000000,0.050000,0.080000
1051,PNEUMONIA,1.417073,0.200000,0.100000,0.100000,0.220000
1052,PNEUMONIA,1.407162,0.000000,0.000000,0.000000,0.040000
1053,PNEUMONIA,1.406013,0.000000,0.000000,0.000000,0.160000
1054,PNEUMONIA,1.409383,0.000000,0.000000,0.100000,0.120000
1055,PNEUMONIA,1.407055,0.200000,0.100000,0.050000,0.080000
1056,PNEUMONIA,1.411470,0.200000,0.100000,0.050000,0.100000
1057,PNEUMONIA,1.273409,0.000000,0.000000,0.000000,0.000000
1058,PNEUMONIA,1.420184,0.200000,0.100000,0.100000,0.080000
1059,PNEUMONIA,1.442218,0.200000,0.100000,0.150000,0.120000
1060,PNEUMONIA,1.429473,0.000000,0.100000,0.100000,0.280000
1061,PNEUMONIA,1.427005,0.000000,0.000000,0.050000,0.020000
1062,PNEUMONIA,1.425896,0.000000,0.200000,0.150000,0.200000
1063,PNEUMONIA,1.417832,0.000000,0.000000,0.050000,0.120000
1064,PNEUMONIA,1.427678,0.000000,0.000000,0.000000,0.220000
1065,PNEUMONIA,1.419327,0.000000,0.000000,0.100000,0.080000
1066,PNEUMONIA,1.424836,0.000000,0.100000,0.050000,0.100000
1067,PNEUMONIA,1.434166,0.000000,0.000000,0.100000,0.180000
1068,PNEUMONIA,1.433297,0.200000,0.100000,0.050000,0.180000
1069,PNEUMONIA,1.423384,0.000000,0.000000,0.000000,0.140000
1070,PNEUMONIA,1.415694,0.000000,0.000000,0.000000,0.040000
1071,PNEUMONIA,1.415817,0.000000,0.000000,0.000000,0.040000
1072,PNEUMONIA,1.430958,0.000000,0.000000,0.100000,0.080000
1073,PNEUMONIA,1.416442,0.000000,0.000000,0.050000,0.040000
1074,PNEUMONIA,1.432089,0.000000,0.000000,0.100000,0.120000
1075,PNEUMONIA,1.408172,0.000000,0.000000,0.050000,0.200000
1076,PNEUMONIA,1.443175,0.000000,0.100000,0.150000,0.180000
1077,PNEUMONIA,1.432545,0.000000,0.000000,0.000000,0.040000
1078,PNEUMONIA,1.403474,0.000000,0.100000,0.150000,0.240000
1079,PNEUMONIA,1.426114,0.000000,0.100000,0.100000,0.180000
1080,PNEUMONIA,1.423675,0.000000,0.000000,0.150000,0.140000
1081,PNEUMONIA,1.399366,0.000000,0.000000,0.000000,0.040000
1082,PNEUMONIA,1.409106,0.000000,0.000000,0.000000,0.080000
1083,PNEUMONIA,1.414492,0.000000,0.100000,0.150000,0.280000
1084,PNEUMONIA,1.418874,0.000000,0.100000,0.200000,0.140000
1085,PNEUMONIA,1.428079,0.000000,0.000000,0.050000,0.080000
1086,PNEUMONIA,1.440609,0.400000,0.400000,0.300000,0.240000
1087,PNEUMONIA,1.403388,0.000000,0.000000,0.000000,0.140000
1088,PNEUMONIA,1.436888,0.000000,0.000000,0.000000,0.000000
1089,PNEUMONIA,1.415406,0.000000,0.000000,0.000000,0.120000
1090,PNEUMONIA,1.411409,0.200000,0.200000,0.100000,0.220000
1091,PNEUMONIA,1.414071,0.200000,0.300000,0.200000,0.280000
1092,PNEUMONIA,1.436053,0.000000,0.100000,0.100000,0.180000
1093,PNEUMONIA,1.433279,0.000000,0.100000,0.150000,0.100000
1094,PNEUMONIA,1.439541,0.200000,0.300000,0.200000,0.200000
1095,PNEUMONIA,1.427654,0.200000,0.100000,0.050000,0.120000
1096,PNEUMONIA,1.421275,0.000000,0.000000,0.000000,0.060000
1097,PNEUMONIA,1.395751,0.200000,0.100000,0.100000,0.100000
1098,PNEUMONIA,1.421758,0.200000,0.100000,0.050000,0.180000
1099,PNEUMONIA,1.434221,0.000000,0.200000,0.200000,0.300000
1100,PNEUMONIA,1.425540,0.000000,0.100000,0.200000,0.280000
1101,PNEUMONIA,1.408783,0.000000,0.000000,0.100000,0.120000
1102,PNEUMONIA,1.411406,0.000000,0.100000,0.150000,0.120000
1103,PNEUMONIA,1.398598,0.200000,0.200000,0.250000,0.240000
1104,PNEUMONIA,1.424936,0.400000,0.400000,0.350000,0.300000
1105,PNEUMONIA,1.424849,0.200000,0.100000,0.100000,0.160000
1106,PNEUMONIA,1.425930,0.000000,0.100000,0.100000,0.100000
1107,PNEUMONIA,1.416467,0.200000,0.300000,0.150000,0.160000
1108,PNEUMONIA,1.426267,0.200000,0.200000,0.250000,0.260000
1109,PNEUMONIA,1.425280,0.000000,0.200000,0.200000,0.320000
1110,PNEUMONIA,1.421685,0.000000,0.200000,0.250000,0.280000
1111,PNEUMONIA,1.429081,0.000000,0.000000,0.000000,0.080000
1112,PNEUMONIA,1.411454,0.000000,0.000000,0.100000,0.160000
1113,PNEUMONIA,1.422297,0.200000,0.200000,0.100000,0.100000
1114,PNEUMONIA,1.422005,0.000000,0.100000,0.150000,0.140000
1115,PNEUMONIA,1.413209,0.000000,0.000000,0.050000,0.080000
1116,PNEUMONIA,1.125691,0.000000,0.000000,0.050000,0.120000
1117,PNEUMONIA,1.359710,0.200000,0.300000,0.200000,0.200000
1118,PNEUMONIA,1.414562,0.000000,0.000000,0.050000,0.120000
1119,PNEUMONIA,1.415538,0.000000,0.000000,0.100000,0.200000
1120,PNEUMONIA,1.428524,0.000000,0.000000,0.050000,0.260000
1121,PNEUMONIA,1.394882,0.000000,0.000000,0.200000,0.120000
1122,PNEUMONIA,1.406332,0.200000,0.300000,0.250000,0.260000
1123,PNEUMONIA,1.405166,0.000000,0.000000,0.050000,0.100000
1124,PNEUMONIA,1.443382,0.000000,0.000000,0.050000,0.120000
1125,PNEUMONIA,1.433490,0.000000,0.000000,0.000000,0.220000
1126,PNEUMONIA,1.431404,0.000000,0.100000,0.050000,0.120000
1127,PNEUMONIA,1.433520,0.000000,0.000000,0.000000,0.040000
1128,PNEUMONIA,1.425443,0.000000,0.000000,0.000000,0.000000
1129,PNEUMONIA,1.421661,0.000000,0.100000,0.150000,0.240000
1130,PNEUMONIA,1.442229,0.000000,0.000000,0.000000,0.100000
1131,PNEUMONIA,1.378427,0.400000,0.200000,0.100000,0.100000
1132,PNEUMONIA,1.430792,0.200000,0.200000,0.150000,0.200000
1133,PNEUMONIA,1.439683,0.000000,0.000000,0.150000,0.260000
1134,PNEUMONIA,1.407397,0.000000,0.000000,0.000000,0.020000
1135,PNEUMONIA,1.424911,0.200000,0.100000,0.050000,0.160000
1136,PNEUMONIA,1.441852,0.000000,0.000000,0.050000,0.100000
1137,PNEUMONIA,1.413224,0.000000,0.000000,0.000000,0.080000
1138,PNEUMONIA,1.429158,0.000000,0.100000,0.100000,0.180000
1139,PNEUMONIA,1.437942,0.200000,0.100000,0.050000,0.080000
1140,PNEUMONIA,1.276736,0.000000,0.100000,0.050000,0.100000
1141,PNEUMONIA,1.434112,0.000000,0.000000,0.050000,0.060000
1142,PNEUMONIA,1.432623,0.000000,0.000000,0.150000,0.220000
1143,PNEUMONIA,1.410471,0.000000,0.300000,0.300000,0.200000
1144,PNEUMONIA,1.428154,0.000000,0.100000,0.100000,0.120000
1145,PNEUMONIA,1.427203,0.000000,0.000000,0.050000,0.160000
1146,PNEUMONIA,1.410673,0.000000,0.000000,0.200000,0.180000
1147,PNEUMONIA,1.425625,0.000000,0.000000,0.050000,0.200000
1148,PNEUMONIA,1.410146,0.200000,0.100000,0.050000,0.080000
1149,PNEUMONIA,1.424424,0.000000,0.100000,0.100000,0.180000
1150,PNEUMONIA,1.413746,0.000000,0.000000,0.000000,0.120000
1151,PNEUMONIA,1.418604,0.000000,0.000000,0.150000,0.280000
1152,PNEUMONIA,1.417451,0.000000,0.000000,0.000000,0.100000
1153,PNEUMONIA,1.433533,0.200000,0.100000,0.050000,0.180000
1154,PNEUMONIA,1.435510,0.000000,0.000000,0.000000,0.020000
1155,PNEUMONIA,1.454577,0.200000,0.100000,0.050000,0.280000
1156,PNEUMONIA,1.455142,0.200000,0.100000,0.150000,0.180000
1157,PNEUMONIA,1.451247,0.000000,0.000000,0.100000,0.200000
1158,PNEUMONIA,1.406590,0.000000,0.000000,0.000000,0.280000
1159,PNEUMONIA,1.429999,0.000000,0.100000,0.100000,0.100000
1160,PNEUMONIA,1.400252,0.200000,0.200000,0.200000,0.140000
1161,PNEUMONIA,1.436804,0.000000,0.000000,0.050000,0.320000
1162,PNEUMONIA,1.416648,0.000000,0.000000,0.000000,0.020000
1163,PNEUMONIA,1.432840,0.000000,0.200000,0.200000,0.160000
1164,PNEUMONIA,1.425102,0.400000,0.200000,0.300000,0.440000
1165,PNEUMONIA,1.424173,0.200000,0.100000,0.050000,0.100000
1166,PNEUMONIA,1.440729,0.200000,0.100000,0.100000,0.120000
1167,PNEUMONIA,1.424207,0.000000,0.000000,0.050000,0.040000
1168,PNEUMONIA,1.428662,0.200000,0.100000,0.200000,0.160000
1169,PNEUMONIA,1.435845,0.000000,0.000000,0.000000,0.060000
1170,PNEUMONIA,1.423009,0.000000,0.200000,0.250000,0.300000
1171,PNEUMONIA,1.425710,0.200000,0.100000,0.150000,0.180000
1172,PNEUMONIA,1.420355,0.000000,0.000000,0.050000,0.100000
1173,PNEUMONIA,1.461243,0.000000,0.000000,0.100000,0.220000
1174,PNEUMONIA,1.430139,0.000000,0.000000,0.050000,0.020000
1175,PNEUMONIA,1.425188,0.000000,0.000000,0.000000,0.100000
1176,PNEUMONIA,1.437779,0.000000,0.100000,0.150000,0.160000
1177,PNEUMONIA,1.424451,0.000000,0.100000,0.200000,0.240000
1178,PNEUMONIA,1.429070,0.000000,0.000000,0.050000,0.120000
1179,PNEUMONIA,1.403010,0.000000,0.300000,0.300000,0.200000
1180,PNEUMONIA,1.402379,0.200000,0.200000,0.150000,0.220000
1181,PNEUMONIA,1.418750,0.000000,0.100000,0.100000,0.260000
1182,PNEUMONIA,1.424151,0.000000,0.100000,0.050000,0.280000
1183,PNEUMONIA,1.435022,0.200000,0.200000,0.250000,0.360000
1184,PNEUMONIA,1.435622,0.000000,0.000000,0.150000,0.220000
1185,PNEUMONIA,1.427898,0.000000,0.000000,0.050000,0.200000
1186,PNEUMONIA,1.422467,0.200000,0.100000,0.200000,0.120000
1187,PNEUMONIA,1.419403,0.000000,0.000000,0.100000,0.240000
1188,PNEUMONIA,1.415831,0.000000,0.000000,0.050000,0.080000
1189,PNEUMONIA,1.433454,0.000000,0.000000,0.100000,0.200000
1190,PNEUMONIA,1.424035,0.000000,0.000000,0.000000,0.140000
1191,PNEUMONIA,1.403221,0.000000,0.100000,0.150000,0.120000
1192,PNEUMONIA,1.435149,0.200000,0.100000,0.100000,0.060000
